Baseline 100%T,,Baseline 0%T,,test5009,,L_band,,sloan_i,,sloan_g,,sloan_r,,bessel_i,,,,,,,,,,,,,,,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T_L,Wavelength (nm),%T_i,Wavelength (nm),%T_g,Wavelength (nm),%T_r,Wavelength (nm),%T_bi,WV_CMOS,QE_CMOS,WV_CCD,QE_CCD_1,QE_CCD,,,,,,WV_TEL,TEL_TRA,,WV_NGTS,NGTS_TRA
635,98.99156952,635,-0.001560848,635,0.000720679,635,96.03620148,635,0.00377318,635,7.74E-05,635,99.11112213,635,0.000620192,,,,,,,,,,,485.685686,77.4925355,,,
634,98.97534943,634,-0.001847615,634,0.001228918,634,96.1131134,634,0.004278454,634,0.000797573,634,99.07645416,634,0.000922014,,,,,,,,,,,486.386386,78.1798158,,,
633,99.01239014,633,-0.001869059,633,0.001111681,633,96.17144012,633,0.003688719,633,0.000696419,633,98.87794495,633,0.000786471,,,,,,,,,,,487.087087,78.872131,,,
632,98.99847412,632,-0.001845841,632,0.001040059,632,96.3408432,632,0.003600073,632,0.000672793,632,98.65509796,632,0.00075126,,,,,,,,,,,487.787788,79.5689898,,,
631,98.99765015,631,-0.001809107,631,0.001298741,631,96.47885895,631,0.003541101,631,0.001253472,631,98.45458221,631,0.000816448,,,,,,,,,,,488.488488,80.0662469,,,
630,99.01174927,630,-0.001606895,630,0.000987808,630,96.65354919,630,0.00312966,630,0.000721838,630,98.22753906,630,0.000824675,,,,,,,,,,,489.189189,80.3324007,,,
629,99.0417099,629,-0.00173802,629,0.001141552,629,96.79897308,629,0.002860419,629,0.000577777,629,98.00470734,629,0.00095371,,,,,,,,,,,489.88989,80.5767582,,,
628,99.02701569,628,-0.001703168,628,0.00090751,628,97.00361633,628,0.002853896,628,0.000968325,628,97.92220306,628,0.00061104,,,,,,,,,,,490.590591,81.0107353,,,
627,99.0145874,627,-0.001602259,627,0.000788231,627,97.19132233,627,0.002600214,627,0.000721555,627,97.921875,627,0.000522616,,,,,,,,,,,491.291291,81.5158253,,,
626,99.029953,626,-0.001609168,626,0.000832208,626,97.34160614,626,0.002759409,626,0.000490057,626,97.93144226,626,0.000804754,,,,,,,,,,,491.991992,81.8210935,,,
625,99.0437088,625,-0.00145973,625,0.000770795,625,97.45497131,625,0.002526334,625,0.000612732,625,98.05169678,625,0.000487564,,,,,,,,,,,492.692693,81.9647027,,,
624,99.0317688,624,-0.00169891,624,0.001453372,624,97.542099,624,0.002888863,624,0.000635368,624,98.22776031,624,0.000443527,,,,,,,,,,,493.393393,82.1085131,,,
623,99.01542664,623,-0.001792174,623,0.00131789,623,97.59325409,623,0.003179729,623,0.000635943,623,98.40555573,623,2.93E-07,,,,,,,,,,,494.094094,82.2825253,,,
622,99.05699158,622,-0.001556531,622,0.001175094,622,97.54455566,622,0.002962602,622,0.000465126,622,98.47918701,622,9.26E-05,,,,,,,,,,,494.794795,82.5315378,,,
621,99.05421448,621,-0.001438134,621,0.001186708,621,97.47129822,621,0.003287853,621,0.000593445,621,98.54745483,621,-0.000389342,,,,,,,,,,,495.495495,82.7585184,,,
620,99.0513382,620,-0.001481516,620,0.001383442,620,97.37742615,620,0.003474633,620,0.000390882,620,98.60900116,620,-6.78E-05,,,,,,,,,,,496.196196,82.7982462,,,
619,99.05207062,619,-0.001160754,619,0.001110283,619,97.19981384,619,0.003401749,619,0.000220277,619,98.55710602,619,-0.00056544,,,,,,,,,,,496.896897,82.8379865,,,
618,99.07497406,618,-0.001313904,618,0.001131584,618,96.98703003,618,0.003725067,618,0.000373922,618,98.55760956,618,-0.000418478,,,,,,,,,,,497.597598,82.8777393,,,
617,99.05584717,617,-0.001544703,617,0.000910786,617,96.74646759,617,0.003634577,617,0.000854189,617,98.60591125,617,2.43E-05,,,,,,,,,,,498.298298,82.9175047,,,
616,99.06404877,616,-0.001012853,616,0.000607397,616,96.4786911,616,0.003107827,616,0.000338312,616,98.62601471,616,-0.000450168,,,,,,,,,,,498.998999,82.9572825,,,
615,99.06928253,615,-0.001202612,615,0.000882023,615,96.19413757,615,0.002630067,615,0.000321396,615,98.67341614,615,-0.000465648,,,,,,,,,,,499.6997,82.9970728,,,
614,99.04695892,614,-0.002089625,614,0.000974181,614,95.94669342,614,0.003178971,614,0.001407051,614,98.85051727,614,0.000214417,,,,,,,,,,,500.4004,83.0368757,,,
613,99.05751038,613,-0.00175691,613,0.000403926,613,95.6924057,613,0.002373204,613,0.001162256,613,98.99900055,613,0.000328888,,,,,,,,,,,501.101101,83.0353681,,,
612,99.06215668,612,-0.001824822,612,0.000367478,612,95.50814819,612,0.001451421,612,0.000867783,612,99.1313858,612,-5.87E-05,,,,,,,,,,,501.801802,82.9895629,,,
611,99.07860565,611,-0.001547792,611,0.000228999,611,95.30120087,611,0.000914788,611,0.000437046,611,99.21730042,611,-0.000152593,,,,,,,,,,,502.502503,82.9437797,,,
610,99.07752991,610,-0.001541271,610,-5.87E-05,610,95.22787476,610,0.000886637,610,0.000676844,610,99.29942322,610,0.000128302,,,,,,,,,,,503.203203,82.8980187,,,
609,99.10514832,609,-0.00159272,609,0.000280408,609,95.20465088,609,0.000932059,609,0.000725332,609,99.16389465,609,0.000199702,,,,,,,,,,,503.903904,82.8522797,,,
608,99.08601379,608,-0.00157012,608,-4.40E-05,608,95.29537201,608,0.000548567,608,0.00084979,608,99.01296234,608,0.000196448,,,,,,,,,,,504.604605,82.8065628,,,
607,99.06576538,607,-0.001618365,607,0.00027114,607,95.48049164,607,0.000670562,607,0.001308218,607,98.72310638,607,0.000289646,,,,,,,,,,,505.305305,82.760868,,,
606,99.05950165,606,-0.001484128,606,0.000522782,606,95.72312927,606,0.000505401,606,0.00133784,606,98.3815918,606,0.000273261,,,,,,,,,,,506.006006,82.7151952,,,
605,99.06981659,605,-0.001502881,605,0.000444604,605,96.03435516,605,0.000751275,605,0.001301472,605,97.991745,605,0.000297601,,,,,,,,,,,506.706707,82.6695444,,,
604,99.0628891,604,-0.001587878,604,0.000642512,604,96.42665863,604,0.001002077,604,0.001065219,604,97.64739227,604,0.000341309,,,,,,,,,,,507.407407,82.6188864,,,
603,99.06384277,603,-0.001563142,603,0.000578148,603,96.78843689,603,0.001110365,603,0.001327135,603,97.30258942,603,0.000120265,,,,,,,,,,,508.108108,82.5667284,,,
602,99.09394836,602,-0.001538281,602,0.000887599,602,97.12488556,602,0.001349397,602,0.001182362,602,97.07927704,602,0.000364721,,,,,,,,,,,508.808809,82.5145991,,,
601,99.05716705,601,-0.00167961,601,0.001080762,601,97.54614258,601,0.001376019,601,0.001830392,601,97.05049896,601,0.000106973,,,,,,,,,,,509.50951,82.4624986,,,
600,99.03549194,600,-0.001524362,600,0.001011945,600,97.86647797,600,0.001709359,600,0.001724808,600,97.07959747,600,-6.43E-05,,,,,,,,,,,510.21021,82.4104269,,,
599,99.04417419,599,-0.001262261,599,0.000958558,599,98.10871124,599,0.001557414,599,0.001756546,599,97.22505188,599,-0.000470127,,,,,,,,,,,510.910911,82.358384,,,
598,99.02823639,598,-0.001324341,598,0.001523419,598,98.2747345,598,0.00217102,598,0.002028485,598,97.45415497,598,-9.04E-05,,,,,,,,,,,511.611612,82.3063698,,,
597,99.03875732,597,-0.001430443,597,0.002539563,597,98.27372742,597,0.002497839,597,0.002449005,597,97.72754669,597,-0.0001037,,,,,,,,,,,512.312312,82.2543844,,,
596,99.01248932,596,-0.001286008,596,0.002540142,596,98.26724243,596,0.003001725,596,0.002764665,596,98.03527832,596,-0.000205835,,,,,,,,,,,513.013013,82.2035461,,,
595,98.99868011,595,-0.00133633,595,0.001866532,595,98.11598969,595,0.003126999,595,0.003113473,595,98.32516479,595,0.000229325,,,,,,,,,,,513.713714,82.173367,,,
594,99.0090332,594,-0.002062584,594,0.001532622,594,97.84879303,594,0.003752268,594,0.004532516,594,98.53639221,594,0.000804865,,,,,,,,,,,514.414414,82.1431974,,,
593,99.00814056,593,-0.001974724,593,0.000808287,593,97.53421021,593,0.002967318,593,0.005087007,593,98.71115112,593,0.000824422,,,,,,,,,,,515.115115,82.1130372,,,
592,99.03683472,592,-0.001741601,592,0.000944355,592,97.18297577,592,0.001942843,592,0.00469884,592,98.83417511,592,0.000559666,,,,,,,,,,,515.815816,82.0828865,,,
591,99.02282715,591,-0.001762517,591,0.000701863,591,96.85530853,591,0.001840035,591,0.005222408,591,98.84614563,591,0.000905764,,,,,,,,,,,516.516517,82.0527453,,,
590,99.01914978,590,-0.001867869,590,0.001076798,590,96.5480423,590,0.001650576,590,0.006213342,590,98.82909393,590,0.000812358,,,,,,,,,,,517.217217,82.0226136,,,
589,99.02086639,589,-0.001566778,589,0.000420469,589,96.32666016,589,0.001264557,589,0.006055716,589,98.75008392,589,0.001118771,,,,,,,,,,,517.917918,81.9924913,,,
588,99.06976318,588,-0.001156367,588,1.44E-05,588,96.12651062,588,0.000275363,588,0.00626957,588,98.53557587,588,0.000221108,,,,,,,,,,,518.618619,81.9623785,,,
587,99.06004333,587,-0.001563749,587,0.000337157,587,96.1027298,587,0.000591404,587,0.007591183,587,98.34555817,587,0.001023186,,,,,,,,,,,519.319319,81.9322751,,,
586,99.06813812,586,-0.001749261,586,0.000543955,586,96.18637848,586,0.000698245,586,0.007875387,586,98.16625977,586,0.001231084,,,,,,,,,,,520.02002,81.9064657,,,
585,99.09301758,585,-0.001517858,585,0.000155208,585,96.33771515,585,0.000318157,585,0.008481966,585,98.01950073,585,0.001137559,,,,,,,,,,,520.720721,81.8937276,,,
584,99.13723755,584,-0.001461618,584,0.000480597,584,96.58021545,584,0.000154936,584,0.009740962,584,97.88173676,584,0.000917464,,,,,,,,,,,521.421421,81.8809906,,,
583,99.16856384,583,-0.001384832,583,0.000490146,583,96.86839294,583,0.000498877,583,0.010833077,583,97.78309631,583,0.001601188,,,,,,,,,,,522.122122,81.8682545,,,
582,99.18917084,582,-0.001286739,582,0.000114983,582,97.27961731,582,-0.000222283,582,0.012189465,582,97.68974304,582,0.001422295,,,,,,,,,,,522.822823,81.8555194,,,
581,99.20259094,581,-0.001343313,581,0.000497396,581,97.60328674,581,-0.000354148,581,0.01467245,581,97.52855682,581,0.001260712,,,,,,,,,,,523.523524,81.8427853,,,
580,99.26634216,580,-0.001327377,580,0.000418926,580,97.94264984,580,0.000193104,580,0.017565306,580,97.16411591,580,0.000405997,,,,,,,,,,,524.224224,81.8300522,,,
579,99.29891205,579,-0.001089551,579,0.000140972,579,98.21422577,579,-4.62E-05,579,0.021253334,579,96.64270782,579,-2.05E-05,,,,,,,,,,,524.924925,81.81732,,,
578,99.3068161,578,-0.001305993,578,0.000599349,578,98.36488342,578,5.14E-05,578,0.027085884,578,95.88420868,578,0.000132239,,,,,,,,,,,525.625626,81.8045889,,,
577,99.37402344,577,-0.001653769,577,0.000752971,577,98.35244751,577,0.000499223,577,0.033970043,577,94.88636017,577,0.000131705,,,,,,,,,,,526.326326,81.7918587,,,
576,99.39554596,576,-0.001591306,576,0.000488766,576,98.26725769,576,0.000123478,576,0.042450283,576,93.87730408,576,0.000135239,,,,,,,,,,,527.027027,81.7791296,,,
575,99.43946838,575,-0.001852947,575,0.000857826,575,98.0599823,575,0.000318083,575,0.053994253,575,92.73118591,575,0.000351185,,,,,,,,,,,527.727728,81.7725011,,,
574,99.47966766,574,-0.001578284,574,0.000528767,574,97.69647217,574,-0.000248042,574,0.067099005,574,91.57102203,574,-0.000105706,,,,,,,,,,,528.428428,81.7770953,,,
573,99.52333832,573,-0.001219788,573,9.74E-05,573,97.29969788,573,-0.000363759,573,0.082427442,573,90.42763519,573,-0.000575008,,,,,,,,,,,529.129129,81.7816881,,,
572,99.53006744,572,-0.001229572,572,0.000140227,572,96.94589996,572,-0.000565821,572,0.101610854,572,89.13220978,572,-0.000383447,,,,,,,,,,,529.82983,81.7862796,,,
571,99.59033203,571,-0.001408758,571,0.000239926,571,96.56169128,571,5.92E-05,571,0.124483243,571,87.43937683,571,-0.000239215,,,,,,,,,,,530.530531,81.7908697,,,
570,99.62825775,570,-0.001572238,570,0.000460627,570,96.25114441,570,-8.91E-05,570,0.150792718,570,85.14134216,570,5.78E-05,,,,,,,,,,,531.231231,81.7954585,,,
569,99.67137909,569,-0.001586879,569,0.000224422,569,96.08211517,569,-0.000104596,569,0.183333308,569,81.94796753,569,-0.000201918,,,,,,,,,,,531.931932,81.8000459,,,
568,99.34429169,568,-0.001580478,568,0.000261598,568,96.01608276,568,-8.29E-05,568,0.235955954,568,76.69432068,568,0.000375593,,,,,,,,,,,532.632633,81.804632,,,
567,99.52893066,567,-0.001279591,567,0.000166615,567,96.1021347,567,-4.83E-05,567,0.282967687,567,72.34119415,567,0.0005501,,,,,,,,,,,533.333333,81.8092168,,,
566,99.4910965,566,-0.001699794,566,0.000867108,566,96.40656281,566,0.000563214,566,0.361497223,566,66.07250214,566,0.000962972,,,,,,,,,,,534.034034,81.8138002,,,
565,99.53640747,565,-0.000982281,565,9.64E-05,565,96.76488495,565,-0.000343597,565,0.473481149,565,58.88531876,565,-0.000163678,,,,,,,,,,,534.734735,81.820279,,,
564,99.55287933,564,-0.001381745,564,0.00031766,564,97.1811676,564,-2.46E-05,564,0.639829695,564,50.8866539,564,0.000411038,,,,,,,,,,,535.435435,81.8283234,,,
563,99.51790619,563,-0.001591358,563,0.000781303,563,97.73748779,563,0.000158615,563,0.892378748,563,42.42520523,563,0.000510914,,,,,,,,,,,536.136136,81.8363667,,,
562,99.50759125,562,-0.001523698,562,0.001159118,562,98.21884918,562,2.53E-05,562,1.28392303,562,33.66231155,562,0.000435016,,,,,,,,,,,536.836837,81.8444089,,,
561,99.47658539,561,-0.001791816,561,0.001147524,561,98.65122223,561,-1.06E-05,561,1.912628889,561,25.35593224,561,0.000290458,,,,,,,,,,,537.537538,81.85245,,,
560,99.43862152,560,-0.001502436,560,0.000803414,560,98.92156982,560,0.000120462,560,2.909631729,560,18.14635086,560,0.000266783,,,,,,,,,,,538.238238,81.8604901,,,
559,99.3944931,559,-0.001614999,559,0.001145777,559,99.05714417,559,0.000170438,559,4.479593277,559,12.46653175,559,0.000357718,,,,,,,,,,,538.938939,81.8685291,,,
558,99.34653473,558,-0.00196654,558,0.001371587,558,98.96361542,558,0.000441264,558,6.948818207,558,8.249368668,558,0.000657024,,,,,,,,,,,539.63964,81.876567,,,
557,99.31084442,557,-0.00150418,557,0.000757297,557,98.69234467,557,0.000194189,557,10.68732262,557,5.329422951,557,0.000181158,,,,,,,,,,,540.34034,81.8846038,,,
556,99.25102997,556,-0.001492357,556,0.000886618,556,98.28195953,556,7.07E-05,556,16.13585663,556,3.392784595,556,-2.14E-05,,,,,,,,,,,541.041041,81.8926395,,,
555,99.22872925,555,-0.001040908,555,0.000380827,555,97.74636841,555,-0.000537511,555,23.6670742,555,2.152722597,555,-0.000167469,,,,,,,,,,,541.741742,81.9006741,,,
554,99.17046356,554,-0.001210954,554,0.000481199,554,97.2188797,554,-0.000166885,554,33.77554703,554,1.358528972,554,-4.67E-06,,,,,,,,,,,542.442442,81.9026725,,,
553,99.17053223,553,-0.001240818,553,0.000601426,553,96.68254852,553,3.17E-05,553,46.23906326,553,0.857538104,553,-1.81E-05,,,,,,,,,,,543.143143,81.9014602,,,
552,99.15366364,552,-0.00124963,552,0.000590584,552,96.25092316,552,0.000286716,552,60.59052277,552,0.543303013,552,-0.000419899,,,,,,,,,,,543.843844,81.9002468,,,
551,99.20507813,551,-0.001614697,551,0.00047818,551,95.92901611,551,0.000523508,551,74.026474,551,0.347793251,551,-0.000302389,,,,,,,,,,,544.544545,81.899032,,,
550,99.28236389,550,-0.001877038,550,0.000169303,550,95.85868073,550,0.000902509,550,84.37346649,550,0.224598378,550,0.000416005,,,,,,,,,,,545.245245,81.8978161,,,
549,99.32878876,549,-0.002169515,549,0.000807035,549,95.97661591,549,0.000935727,549,90.31253815,549,0.146174833,549,0.000467976,,,,,,,,,,,545.945946,81.8965989,,,
548,99.40982819,548,-0.001989227,548,0.000772616,548,96.26628876,548,0.000594821,548,92.56920624,548,0.096677914,548,0.000360358,,,,,,,,,,,546.646647,81.8953804,,,
547,99.47583008,547,-0.001730053,547,0.000666556,547,96.7292099,547,0.000216533,547,93.13407135,547,0.065350741,547,0.000626888,,,,,,,,,,,547.347347,81.8941607,,,
546,99.50077057,546,-0.001850428,546,0.000499648,546,97.2755661,546,-3.21E-05,546,93.57073212,546,0.044978864,546,0.000733309,,,,,,,,,,,548.048048,81.8929397,,,
545,99.54016113,545,-0.002006774,545,0.001166911,545,97.79476929,545,0.000643005,545,94.5221405,545,0.031666957,545,0.000770878,,,,,,,,,,,548.748749,81.8917175,,,
544,99.6105423,544,-0.001988682,544,0.00092969,544,98.21473694,544,0.000384537,544,95.9101181,544,0.022894809,544,0.000688164,,,,,,,,,,,549.449449,81.8806927,,,
543,99.60993195,543,-0.002290331,543,0.001072143,543,98.58802032,543,0.000629162,543,97.4054184,543,0.016759062,543,0.000879543,,,,,,,,,,,550.15015,81.8679169,,,
542,99.60517883,542,-0.002016797,542,0.000896886,542,98.63987732,542,0.000217166,542,98.51125336,542,0.012789038,542,0.000668264,,,,,,,,,,,550.850851,81.8551422,,,
541,99.64255524,541,-0.002047866,541,0.001074697,541,98.44487,541,0.000298374,541,99.0553894,541,0.009990953,541,0.000748799,,,,,,,,,,,551.551552,81.8423684,,,
540,99.6151886,540,-0.00189358,540,0.000848704,540,98.08216858,540,8.09E-05,540,99.14352417,540,0.007809422,540,0.000104735,,,,,,,,,,,552.252252,81.8295956,,,
539,99.68366241,539,-0.001878995,539,0.000871706,539,97.44564056,539,-3.03E-05,539,98.90533447,539,0.006281619,539,0.000195242,,,,,,,,,,,552.952953,81.8168238,,,
538,99.69503021,538,-0.001739694,538,0.000546483,538,96.76740265,538,-0.000237443,538,98.66499329,538,0.004791946,538,0.000161894,,,,,,,,,,,553.653654,81.804053,,,
537,99.70429993,537,-0.001758003,537,0.000389671,537,96.09040833,537,-7.62E-05,537,98.48953247,537,0.004626277,537,-3.58E-05,,,,,,,,,,,554.354354,81.7912832,,,
536,99.75151062,536,-0.002006352,536,0.000425125,536,95.45147705,536,-0.000197952,536,98.28774261,536,0.003969825,536,0.000440612,,,,,,,,,,,555.055055,81.7767473,,,
535,99.78694916,535,-0.001835813,535,0.000382323,535,95.055336,535,-0.000177991,535,98.03534698,535,0.003313818,535,-0.00038013,,,,,,,,,,,555.755756,81.7607892,,,
534,99.75997925,534,-0.00199415,534,0.000604861,534,94.93888855,534,4.30E-06,534,97.70639801,534,0.002669028,534,2.05E-05,,,,,,,,,,,556.456456,81.7448326,,,
533,99.75884247,533,-0.001566826,533,-0.000116316,533,95.02065277,533,-0.0009542,533,97.36405182,533,0.002128245,533,-0.00041923,,,,,,,,,,,557.157157,81.7239293,,,
532,99.79784393,532,-0.001897884,532,0.000415484,532,95.37685394,532,-0.000344698,532,97.05550385,532,0.002432034,532,0.000145661,,,,,,,,,,,557.857858,81.7027887,,,
531,99.81084442,531,-0.002064759,531,0.00033275,531,95.88256073,531,0.000182098,531,97.00239563,531,0.002409332,531,0.00033671,,,,,,,,,,,558.558559,81.681652,,,
530,99.80127716,530,-0.001830808,530,7.56E-05,530,96.62267303,530,0.000533645,530,97.19916534,530,0.002325972,530,9.29E-06,,,,,,,,,,,559.259259,81.6605192,,,
529,99.8057785,529,-0.002139474,529,0.000235587,529,97.40394592,529,0.000843421,529,97.54125214,529,0.002900272,529,0.000103846,,,,,,,,,,,559.95996,81.6393902,,,
528,99.76325989,528,-0.001732193,528,0.000131532,528,98.11408997,528,0.001327951,528,97.99027252,528,0.002858818,528,-0.000226963,,,,,,,,,,,560.660661,81.6182651,,,
527,99.7775116,527,-0.002206062,527,5.39E-05,527,98.66036224,527,0.001328755,527,98.02587891,527,0.00298668,527,-3.78E-05,,,,,,,,,,,561.361361,81.5971438,,,
526,99.76346588,526,-0.002391231,526,0.000349652,526,98.93257904,526,0.001335565,526,97.7253952,526,0.00348617,526,0.000587987,,,,,,,,,,,562.062062,81.5760264,,,
525,99.74970245,525,-0.002315653,525,0.000296884,525,98.8660202,525,0.001252051,525,97.27259064,525,0.003919911,525,0.000516851,,,,,,,,,,,562.762763,81.5549129,,,
524,99.73371124,524,-0.002440549,524,0.000693326,524,98.5446701,524,0.001428814,524,96.87626648,524,0.004695165,524,0.000451331,,,,,,,,,,,563.463463,81.5338032,,,
523,99.71574402,523,-0.002692207,523,0.000617973,523,97.94290161,523,0.001020709,523,96.63436127,523,0.00519197,523,0.000478054,,,,,,,,,,,564.164164,81.5123167,,,
522,99.73731232,522,-0.002247846,522,0.000850482,522,97.21353912,522,0.000396049,522,96.75948334,522,0.005004016,522,0.000298265,,,,,,,,,,,564.864865,81.4848915,,,
521,99.72262573,521,-0.002433968,521,0.000865568,521,96.5195694,521,0.001278689,521,97.28453064,521,0.005330852,521,0.000173778,,,,,,,,,,,565.565566,81.4574736,,,
520,99.71302795,520,-0.002525696,520,0.000883417,520,95.8963623,520,0.001139249,520,97.98623657,520,0.005773975,520,0.00086427,,,,,,,,,,,566.266266,81.4300632,,,
519,99.70133972,519,-0.002577017,519,0.000956044,519,95.51605988,519,0.001406364,519,98.61557007,519,0.006094586,519,0.000446418,,,,,,,,,,,566.966967,81.4026602,,,
518,99.69971466,518,-0.002663788,518,0.00148206,518,95.36872101,518,0.000937918,518,98.91306305,518,0.006212671,518,0.000664586,,,,,,,,,,,567.667668,81.3752645,,,
517,99.66930389,517,-0.002615667,517,0.001081149,517,95.58217621,517,0.000780178,517,98.74323273,517,0.005766623,517,0.000532882,,,,,,,,,,,568.368368,81.3478763,,,
516,99.68521881,516,-0.002550401,516,0.000741242,516,95.99991608,516,0.000969836,516,98.27495575,516,0.005745973,516,0.00026081,,,,,,,,,,,569.069069,81.3204954,,,
515,99.67935944,515,-0.002281469,515,0.001188048,515,96.61503601,515,0.000801768,515,97.6813736,515,0.005366101,515,0.000125738,,,,,,,,,,,569.76977,81.293122,,,
514,99.71439362,514,-0.002398674,514,0.000901451,514,97.25392914,514,0.000964252,514,97.32981873,514,0.005660421,514,0.000340888,,,,,,,,,,,570.47047,81.2657559,,,
513,99.72045898,513,-0.002078147,513,0.001788286,513,97.90078735,513,0.001234204,513,97.34996796,513,0.005133006,513,-0.000274109,,,,,,,,,,,571.171171,81.2386905,,,
512,99.68598938,512,-0.002051183,512,0.001376341,512,98.37569427,512,0.001173248,512,97.75974274,512,0.005229329,512,-0.000203815,,,,,,,,,,,571.871872,81.2124858,,,
511,99.68963623,511,-0.001861533,511,0.002637888,511,98.59362793,511,0.00179232,511,98.31466675,511,0.005083025,511,-1.49E-05,,,,,,,,,,,572.572573,81.1862877,,,
510,99.70497894,510,-0.001745896,510,0.00368973,510,98.44108582,510,0.002273884,510,98.78642273,510,0.004521146,510,0.000103372,,,,,,,,,,,573.273273,81.1600964,,,
509,99.72260284,509,-0.001882013,509,0.006806421,509,98.02571106,509,0.002147487,509,99.008255,509,0.003558023,509,-0.000209001,,,,,,,,,,,573.973974,81.1339117,,,
508,99.7305069,508,-0.002180299,508,0.015709801,508,97.37499237,508,0.002112061,508,98.97223663,508,0.003701284,508,0.000393097,,,,,,,,,,,574.674675,81.1077336,,,
507,99.75939941,507,-0.002547018,507,0.047633871,507,96.69574738,507,0.002903592,507,98.73493958,507,0.003540429,507,0.00090527,,,,,,,,,,,575.375375,81.0815623,,,
506,99.7602005,506,-0.002253981,506,0.262797773,506,96.03793335,506,0.002351234,506,98.46099854,506,0.00259336,506,0.000133425,,,,,,,,,,,576.076076,81.0553976,,,
505,99.7634201,505,-0.002493586,505,2.893867254,505,95.5683136,505,0.001785235,505,98.31452942,505,0.001963083,505,0.000518702,,,,,,,,,,,576.776777,81.0292397,,,
504,99.74798584,504,-0.002769073,504,15.15869522,504,95.34268188,504,0.002392334,504,98.39598846,504,0.002407043,504,0.000955768,,,,,,,,,,,577.477477,81.0030883,,,
503,99.77180481,503,-0.00239124,503,35.74580383,503,95.40110779,503,0.001122091,503,98.52554321,503,0.001458885,503,0.000547351,,,,,,,,,,,578.178178,80.9769437,,,
502,99.77475739,502,-0.002226439,502,50.1645813,502,95.72519684,502,0.000851007,502,98.73529053,502,0.00102125,502,0.000131281,,,,,,,,,,,578.878879,80.9503931,,,
501,99.78231812,501,-0.002428794,501,54.98841858,501,96.27667236,501,0.001202172,501,98.79940796,501,0.001337277,501,0.000407995,,,,,,,,,,,579.57958,80.9231191,,,
500,99.78060913,500,-0.002387424,500,54.04324341,500,96.94019318,500,0.001308082,500,98.74627686,500,0.001298649,500,0.000320507,,,,,,,,,,,580.28028,80.8958524,,,
499,99.76302338,499,-0.002067852,499,44.48038483,499,97.58213806,499,0.000955262,499,98.62852478,499,0.000889887,499,-7.88E-05,,,,,,,,,,,580.980981,80.8685931,,,
498,99.79322052,498,-0.002217031,498,24.62680817,498,98.03886414,498,0.001160838,498,98.50244141,498,0.001095689,498,0.000548941,,,,,,,,,,,581.681682,80.8413412,,,
497,99.78478241,497,-0.001864109,497,6.660212517,497,98.30664063,497,0.000522998,497,98.56622314,497,0.000582863,497,-0.000270337,,,,,,,,,,,582.382382,80.8140966,,,
496,99.8034668,496,-0.002015063,496,0.632110059,496,98.29720306,496,0.001089222,496,98.67715454,496,0.001081001,496,-2.89E-05,,,,,,,,,,,583.083083,80.7868594,,,
495,99.79730225,495,-0.001923622,495,0.088583425,495,98.09289551,495,0.000821989,495,98.84950256,495,0.001172024,495,1.89E-05,,,,,,,,,,,583.783784,80.7596296,,,
494,99.77323151,494,-0.002173381,494,0.034732845,494,97.72333527,494,0.001199735,494,98.90901947,494,0.002214127,494,0.000392421,,,,,,,,,,,584.484484,80.7324071,,,
493,99.80308533,493,-0.001893108,493,0.019891765,493,97.257164,493,0.001223349,493,98.68040466,493,0.002575773,493,0.000350552,,,,,,,,,,,585.185185,80.705192,,,
492,99.81040955,492,-0.00209143,492,0.01255128,492,96.80815125,492,0.001282937,492,98.32138824,492,0.003378444,492,2.26E-05,,,,,,,,,,,585.885886,80.6814708,,,
491,99.80434418,491,-0.002186296,491,0.008373223,491,96.60809326,491,0.001327926,491,97.89926147,491,0.004464525,491,0.000471028,,,,,,,,,,,586.586587,80.6605336,,,
490,99.80944061,490,-0.001910051,490,0.005430757,490,96.5429306,490,0.001141594,490,97.68173218,490,0.005648725,490,0.000133255,,,,,,,,,,,587.287287,80.6396003,,,
489,99.80788422,489,-0.001885831,489,0.00318945,489,96.69354248,489,0.000752997,489,97.72975922,489,0.005295132,489,0.000245931,,,,,,,,,,,587.987988,80.6186708,,,
488,99.78656769,488,-0.001980266,488,0.002427993,488,97.04542542,488,0.000852444,488,98.06062317,488,0.004676272,488,0.000739783,,,,,,,,,,,588.688689,80.5977451,,,
487,99.79833221,487,-0.001789164,487,0.001486945,487,97.41427612,487,0.000769121,487,98.38407898,487,0.003510224,487,4.73E-05,,,,,,,,,,,589.389389,80.5768233,,,
486,99.80345917,486,-0.002049465,486,0.001427146,486,97.77058411,486,0.000204867,486,98.66884613,486,0.002018547,486,0.000217618,,,,,,,,,,,590.09009,80.5559053,,,
485,99.80434418,485,-0.00184174,485,0.001339548,485,98.06172943,485,0.000315036,485,98.71050262,485,0.001428432,485,0.000438135,,,,,,,,,,,590.790791,80.5349911,,,
484,99.81615448,484,-0.001964744,484,0.001297213,484,98.20264435,484,0.000513464,484,98.52957153,484,0.0009137,484,0.000245395,,,,,,,,,,,591.491491,80.5140808,,,
483,99.80206299,483,-0.001757597,483,0.000776339,483,98.16342163,483,0.000346788,483,98.32397461,483,-8.14E-05,483,-0.000273758,,,,,,,,,,,592.192192,80.4931743,,,
